Column1,Column2
20.58,2874.275
20.59,2995.094
20.6,2952.121
20.61,2957.653
20.62,2932.576
20.63,2947.751
20.64,3070.257
20.65,3101.314
20.66,3006.828
20.67,3058.12
20.68,3083.333
20.69,3104.411
20.7,3127.947
20.71,3028.274
20.72,3019.619
20.73,2876.964
20.74,2940.711
20.75,3019.54
20.76,2962.45
20.77,3013.824
20.78,3047.202
20.79,3045.85
20.8,2978.15
20.81,2860.408
20.82,2906.253
20.83,2995.189
20.84,2987.846
20.85,3006.552
20.86,2955.106
20.87,2892.359
20.88,2984.141
20.89,3030.391
20.9,2980.322
20.91,2936.684
20.92,3037.523
20.93,3045.313
20.94,2960.406
20.95,2937.378
20.96,2967.157
20.97,2897.142
20.98,2951.196
20.99,2971.277
21,2970.679
21.01,2972.222
21.02,2888.245
21.03,2887.494
21.04,2935.872
21.05,2862.458
21.06,2851.614
21.07,2880.941
21.08,2865.132
21.09,2835.791
21.1,2875.133
21.11,2922.022
21.12,2870.403
21.13,2840.518
21.14,2846.729
21.15,2818.693
21.16,2848.53
21.17,2905.668
21.18,2809.308
21.19,2959.349
21.2,3094.89
21.21,3015.947
21.22,2918.081
21.23,2998.682
21.24,2963.51
21.25,2858.524
21.26,2835.459
21.27,2766.038
21.28,2947.682
21.29,3078.834
21.3,3044.856
21.31,2968.912
21.32,2990.06
21.33,3071.826
21.34,3031.815
21.35,3003.781
21.36,2979.132
21.37,2951.594
21.38,3094.91
21.39,3054.016
21.4,3003.749
21.41,3031.748
21.42,3029.504
21.43,2880.536
21.44,2945.103
21.45,3003.68
21.46,2847.941
21.47,2846.265
21.48,2920.289
21.49,2942.578
21.5,2999.679
21.51,2968.967
21.52,2953.565
21.53,2968.436
21.54,2972.222
21.55,2921.133
21.56,2996.437
21.57,2984.552
21.58,2841.119
21.59,2765.22
21.6,2838.726
21.61,2908.6
21.62,3001.485
21.63,2900.595
21.64,2879.656
21.65,3011.435
21.66,2980.834
21.67,2865.509
21.68,2963.175
21.69,2996.211
21.7,2855.078
21.71,2863.296
21.72,2976.287
21.73,3154.334
21.74,3078.308
21.75,2918.556
21.76,2940.958
21.77,2886.69
21.78,2787.875
21.79,2743.661
21.8,2855.255
21.81,2882.579
21.82,2879.847
21.83,2932.543
21.84,2969.383
21.85,2898.422
21.86,2819.007
21.87,2854.992
21.88,2933.483
21.89,2926.874
21.9,2919.224
21.91,2978.934
21.92,3048.552
21.93,2994.089
21.94,2951.225
21.95,2955.556
21.96,2874.504
21.97,2835.704
21.98,2915.085
21.99,3011.469
22,2974.083
22.01,2907.714
22.02,2957.852
22.03,3026.645
22.04,3014.529
22.05,2948.003
22.06,2936.53
22.07,2943.392
22.08,2882.835
22.09,2883.932
22.1,2930.815
22.11,2970.663
22.12,2959.453
22.13,2968.265
22.14,2887.912
22.15,2901.183
22.16,2944.891
22.17,2878.299
22.18,2832.427
22.19,2827.778
22.2,2798.822
22.21,2777.778
22.22,2758.554
22.23,2846.758
22.24,2867.982
22.25,2830.962
22.26,2826.979
22.27,2803.198
22.28,2877.479
22.29,2979.174
22.3,3040.212
22.31,2956.63
22.32,2834.575
22.33,2896.342
22.34,3044.763
22.35,3021.391
22.36,2952.445
22.37,2934.481
22.38,2891.251
22.39,2786.314
22.4,2759.228
22.41,2875.048
22.42,2922.951
22.43,2877.982
22.44,2898.354
22.45,2942.484
22.46,2962.175
22.47,2914.52
22.48,2775.758
22.49,2754.425
22.5,2860.338
22.51,2908.101
22.52,2818.453
22.53,2828.356
22.54,2902.99
22.55,2887.655
22.56,2887.106
22.57,2938.611
22.58,2907.028
22.59,2885.48
22.6,2904.867
22.61,2882.671
22.62,2951.51
22.63,2960.694
22.64,2914.325
22.65,2971.803
22.66,2952.651
22.67,2879.929
22.68,2794.257
22.69,2765.344
22.7,2814.415
22.71,2882.427
22.72,2950.551
22.73,2986.707
22.74,3011.268
22.75,2962.527
22.76,2859.941
22.77,2927.389
22.78,3053.036
22.79,2939.648
22.8,2771.612
22.81,2795.199
22.82,2894.741
22.83,2969.715
22.84,2913.493
22.85,2802.755
22.86,2791.665
22.87,2819.365
22.88,2993.604
22.89,3061.779
22.9,2958.536
22.91,2955.341
22.92,3015.988
22.93,2976.523
22.94,2807.231
22.95,2703.216
22.96,2775.422
22.97,2850.608
22.98,2838.558
22.99,2850
23,2828.547
23.01,2757.408
23.02,2713.56
23.03,2772.789
23.04,2862.289
23.05,2907.944
23.06,2924.59
23.07,2899.084
23.08,2853.228
23.09,2857.55
23.1,2914.052
23.11,2846.376
23.12,2818.101
23.13,2961.869
23.14,3030.668
23.15,3010.286
23.16,2920.871
23.17,2876.895
23.18,2788.548
23.19,2729.436
23.2,2818.308
23.21,2839.508
23.22,2748.443
23.23,2756.075
23.24,2858.936
23.25,2947.487
23.26,2916.872
23.27,2910.832
23.28,2979.348
23.29,3037.141
23.3,3033.239
23.31,3050.068
23.32,3088.292
23.33,3064.207
23.34,3080.732
23.35,3108.001
23.36,3091.598
23.37,3022.883
23.38,3012.755
23.39,3089.155
23.4,3074.928
23.41,2972.452
23.42,2888.006
23.43,2920.062
23.44,2983.333
23.45,2947.656
23.46,2916.602
23.47,3021.663
23.48,3119.184
23.49,3121.163
23.5,3084.348
23.51,2924.306
23.52,2890.72
23.53,3012.645
23.54,3070.382
23.55,3060.224
23.56,3076.166
23.57,3121.47
23.58,3020.168
23.59,2949.629
23.6,3029.878
23.61,3109.323
23.62,3082.298
23.63,3027.083
23.64,3098.168
23.65,3090.604
23.66,2968.616
23.67,2970.221
23.68,3080.005
23.69,3082.27
23.7,3057.765
23.71,3149.223
23.72,3226.237
23.73,3108.239
23.74,3058.929
23.75,3053.38
23.76,3056.507
23.77,3148.83
23.78,3243.291
23.79,3244.754
23.8,3316.198
23.81,3308.105
23.82,3385.713
23.83,3480.205
23.84,3496.307
23.85,3516.491
23.86,3590.99
23.87,3588.161
23.88,3602.831
23.89,3706.873
23.9,3887.856
23.91,4115.902
23.92,4376.062
23.93,4555.926
23.94,4756.164
23.95,5178.195
23.96,5545.723
23.97,5877.685
23.98,6279.778
23.99,6777.645
24,7302.648
24.01,8011.047
24.02,8868.49
24.03,9384.221
24.04,9844.532
24.05,10780.89
24.06,12026.73
24.07,13364.62
24.08,14549.29
24.09,15592.11
24.1,16575.31
24.11,17458.88
24.12,17718.66
24.13,17275.44
24.14,16560.24
24.15,15418.27
24.16,14177.84
24.17,12955.82
24.18,11885.65
24.19,10658.78
24.2,9351.081
24.21,8071.438
24.22,7002.951
24.23,6300.143
24.24,5780.367
24.25,5258.975
24.26,4681.903
24.27,4192.345
24.28,4008.763
24.29,3988.727
24.3,3773.988
24.31,3595.784
24.32,3505.556
24.33,3466.342
24.34,3401.09
24.35,3461.884
24.36,3407.15
24.37,3207.907
24.38,3290.835
24.39,3352.072
24.4,3304.543
24.41,3137.176
24.42,3012.749
24.43,3148.351
24.44,3204.69
24.45,3239.684
24.46,3210.763
24.47,3049.588
24.48,3012.553
24.49,3122.292
24.5,3127.774
24.51,3054.98
24.52,3061.707
24.53,3023.657
24.54,3002.102
24.55,3103.266
24.56,3070.461
24.57,2917.169
24.58,2778.496
24.59,2805.201
24.6,2900
24.61,2949.352
24.62,3053.2
24.63,2967.675
24.64,2895.796
24.65,3000.933
24.66,3085.508
24.67,2965.226
24.68,2867.288
24.69,2871.033
24.7,2880.218
24.71,3004.128
24.72,2994.381
24.73,2879.234
24.74,2945.819
24.75,2951.042
24.76,2836.313
24.77,2905.248
24.78,3014.651
24.79,2833.515
24.8,2843.887
24.81,3018.241
24.82,2922.711
24.83,2823.616
24.84,2778.384
24.85,2931.271
24.86,2862.533
24.87,2842.615
24.88,2793.343
24.89,2875.172
24.9,2927.756
24.91,2898.623
24.92,2868.015
24.93,2877.898
24.94,2830.773
24.95,2776.646
24.96,2744.303
24.97,2796.123
24.98,2886.798
24.99,2831.777
25,2835.161
25.01,2821.387
25.02,2880.097
25.03,2874.219
25.04,2773.521
25.05,2788.114
25.06,2845.356
25.07,2938.841
25.08,2941.04
25.09,2792.729
25.1,2897.484
25.11,2863.868
25.12,2770.312
25.13,2763.006
25.14,2822.855
25.15,2823.912
25.16,2892.54
25.17,2869.253
25.18,2748.515
25.19,2791.708
25.2,2824.601
25.21,2822.688
25.22,2803.324
25.23,2861.41
25.24,2830.219
25.25,2922.491
25.26,2846.929
25.27,2883.487
25.28,2911.23
25.29,2929.949
25.3,2922.273
25.31,2908.783
25.32,2797.679
25.33,2894.704
25.34,2766.925
25.35,2713.045
25.36,2780.71
25.37,2821.715
25.38,2760.666
25.39,2788.6
25.4,2751.412
25.41,2930.335
25.42,3040.327
25.43,2932.45
25.44,2877.092
25.45,2948.792
25.46,2850.516
25.47,2855.668
25.48,2780.51
25.49,2890.479
25.5,2901.757
25.51,3014.448
25.52,2877.672
25.53,2760.655
25.54,2726.612
25.55,2844.883
25.56,2931.552
25.57,2937.824
25.58,2861.043
25.59,2763.012
25.6,2672.4
25.61,2610.709
25.62,2753.804
25.63,2901.443
25.64,2824
25.65,2830.688
25.66,2821.917
25.67,2843.923
25.68,2798.192
25.69,2715.816
25.7,2678.817
25.71,2841.411
25.72,2850.552
25.73,2809.817
25.74,2747.911
25.75,2796.747
25.76,2749.551
25.77,2576.137
25.78,2538.883
25.79,2559.647
25.8,2527.74
25.81,2808.494
25.82,2853.458
25.83,2785.076
25.84,2657.059
25.85,2691.99
25.86,2863.673
25.87,2885.961
25.88,2691.3
25.89,2755.923
25.9,2848.254
25.91,2952.111
25.92,2942.975
25.93,2770.878
25.94,2728.37
25.95,2750.582
25.96,2595.783
25.97,2622.782
25.98,2769.015
25.99,2904.623
26,2840.79
26.01,2718.886
26.02,2670.732
26.03,2843.897
26.04,2898.895
26.05,2670.313
26.06,2719.827
26.07,2878.582
26.08,2829.495
26.09,2744.778
26.1,2718.348
26.11,2882.876
26.12,2911.548
26.13,2769.983
26.14,2815.832
26.15,2954.103
26.16,2860.149
26.17,2596.244
26.18,2661.482
26.19,2612.134
26.2,2621.718
26.21,2618.16
26.22,2634.315
26.23,2649.286
26.24,2715.751
26.25,2869.22
26.26,2727.329
26.27,2830.286
26.28,2687.967
26.29,2856.921
26.3,2737.467
26.31,2649.546
26.32,2589.182
26.33,2734.011
26.34,2809.477
26.35,2802.952
26.36,2972.67
26.37,2837.99
26.38,2906.48
26.39,3005.674
26.4,3156.334
26.41,3071.581
26.42,2826.113
26.43,2892.698
26.44,3033.333
26.45,3033.667
26.46,3047.371
26.47,3177.904
26.48,3082.951
26.49,2991.28
26.5,3122.997
26.51,3045.311
26.52,3158.546
26.53,3108.051
26.54,3056.24
26.55,3179.629
26.56,3214.091
26.57,3162.866
26.58,3192.198
26.59,3018.431
26.6,2932.873
26.61,2921.553
26.62,2900.797
26.63,2784.171
26.64,2808.594
26.65,2887.323
26.66,2847.277
26.67,2926.686
26.68,2886.566
26.69,2646.799
26.7,2724.965
26.71,2816.358
26.72,2802.899
26.73,2705.415
26.74,2699.866
26.75,2691.397
26.76,2563.753
26.77,2685.711
26.78,2798.937
26.79,2745.141
26.8,2785.74
26.81,2923.921
26.82,2678.172
26.83,2707.498
26.84,2855.946
26.85,2888.772
26.86,2875.674
26.87,2649.555
26.88,2594.332
26.89,2577.471
26.9,2522.675
26.91,2628.32
26.92,2805.193
26.93,2605.514
26.94,2533.381
26.95,2760.677
26.96,2650.349
26.97,2583.625
26.98,2754.588
26.99,2623.136
27,2550.585
27.01,2555.504
27.02,2665.492
27.03,2809.405
27.04,2778.213
27.05,2624.445
27.06,2660.507
27.07,2584.637
27.08,2610.611
27.09,2632.906
27.1,2660.542
27.11,2644.806
27.12,2573.88
27.13,2724.014
27.14,2700.707
27.15,2635.112
27.16,2611.731
27.17,2783.707
27.18,2761.955
27.19,2691.173
27.2,2645.905
27.21,2612.248
27.22,2627.189
27.23,2552.845
27.24,2544.655
27.25,2571.137
27.26,2636.202
27.27,2601.615
27.28,2552.139
27.29,2550
27.3,2565.912
27.31,2561.369
27.32,2624.595
27.33,2722.881
27.34,2717.225
27.35,2690.318
27.36,2678.363
27.37,2656.754
27.38,2592.567
27.39,2557.436
27.4,2712.615
27.41,2675.167
27.42,2573.013
27.43,2644.886
27.44,2722.909
27.45,2732.979
27.46,2587.902
27.47,2681.52
27.48,2833.935
27.49,2818.578
27.5,2728.837
27.51,2701.584
27.52,2777.29
27.53,2618.668
27.54,2564.444
27.55,2597.035
27.56,2476.997
27.57,2599.741
27.58,2600.888
27.59,2605.104
27.6,2692.214
27.61,2633.821
27.62,2643.029
27.63,2715.521
27.64,2767.853
27.65,2817.791
27.66,2726.153
27.67,2711.617
27.68,2685.899
27.69,2643.049
27.7,2724.377
27.71,2637.919
27.72,2637.808
27.73,2714.01
27.74,2627.2
27.75,2696.575
27.76,2680.619
27.77,2692.719
27.78,2674.55
27.79,2607.655
27.8,2575.201
27.81,2626.705
27.82,2682.794
27.83,2693.828
27.84,2605.664
27.85,2697.877
27.86,2701.274
27.87,2660.707
27.88,2724.222
27.89,2836.188
27.9,2722.836
27.91,2715.324
27.92,2570.352
27.93,2559.74
27.94,2823.734
27.95,2827.116
27.96,2599.141
27.97,2566.667
27.98,2818.129
27.99,2744.49
28,2665.091
28.01,2775.934
28.02,2765.595
28.03,2559.453
28.04,2657.229
28.05,2744.804
28.06,2726.871
28.07,2679.258
28.08,2624.553
28.09,2445.305
28.1,2454.692
28.11,2641.469
28.12,2776.488
28.13,2652.47
28.14,2467.108
28.15,2514.388
28.16,2584.32
28.17,2627.379
28.18,2680.314
28.19,2660.742
28.2,2627.45
28.21,2673.673
28.22,2688.004
28.23,2600.281
28.24,2671.81
28.25,2698.188
28.26,2672.143
28.27,2717.663
28.28,2727.778
28.29,2579.866
28.3,2550
28.31,2600.693
28.32,2707.744
28.33,2727.778
28.34,2640.61
28.35,2668.031
28.36,2673.204
28.37,2653.954
28.38,2668.241
28.39,2622.135
28.4,2661.122
28.41,2676.762
28.42,2528.2
28.43,2422.032
28.44,2495.933
28.45,2661.05
28.46,2789.052
28.47,2685.161
28.48,2601.66
28.49,2651.671
28.5,2536.818
28.51,2518.968
28.52,2593.642
28.53,2646.766
28.54,2700.055
28.55,2640.022
28.56,2733.127
28.57,2871.844
28.58,2740.793
28.59,2589.612
28.6,2459.712
28.61,2591.796
28.62,2681.677
28.63,2540.866
28.64,2609.527
28.65,2547.031
28.66,2578.997
28.67,2664.211
28.68,2661.566
28.69,2572.97
28.7,2589.058
28.71,2574.003
28.72,2575.319
28.73,2586.416
28.74,2519.894
28.75,2530.137
28.76,2603.365
28.77,2523.518
28.78,2490.16
28.79,2582.999
28.8,2658.09
28.81,2642.375
28.82,2654.619
28.83,2571.857
28.84,2574.147
28.85,2676.534
28.86,2570.211
28.87,2582.672
28.88,2667.452
28.89,2575.25
28.9,2496.869
28.91,2604.99
28.92,2744.961
28.93,2777.778
28.94,2677.592
28.95,2598.602
28.96,2529.245
28.97,2610.801
28.98,2677.619
28.99,2626.79
29,2675.818
29.01,2724.757
29.02,2572.681
29.03,2516.667
29.04,2520.772
29.05,2575.504
29.06,2676.279
29.07,2725.98
29.08,2700.71
29.09,2619.681
29.1,2716.37
29.11,2546.074
29.12,2454.515
29.13,2708.786
29.14,2817.666
29.15,2749.687
29.16,2605.559
29.17,2524.967
29.18,2591.293
29.19,2670.249
29.2,2680.898
29.21,2578.067
29.22,2518.981
29.23,2622.402
29.24,2611.118
29.25,2501.749
29.26,2537.839
29.27,2554.825
29.28,2624.865
29.29,2702.756
29.3,2702.59
29.31,2729.721
29.32,2548.81
29.33,2572.123
29.34,2488.002
29.35,2456.686
29.36,2482.207
29.37,2570.333
29.38,2729.44
29.39,2717.637
29.4,2665.743
29.41,2570.84
29.42,2421.862
29.43,2437.45
29.44,2604.549
29.45,2681.959
29.46,2677.44
29.47,2588.415
29.48,2561.408
29.49,2612.215
29.5,2591.657
29.51,2519.276
29.52,2517.094
29.53,2557.923
29.54,2549.655
29.55,2628.994
29.56,2586.03
29.57,2566.888
29.58,2559.109
29.59,2572.361
29.6,2609.373
29.61,2651.927
29.62,2611.074
29.63,2609.229
29.64,2600.068
29.65,2625.744
29.66,2666.516
29.67,2670.434
29.68,2747.294
29.69,2653.542
29.7,2503.008
29.71,2504.842
29.72,2669.636
29.73,2675.465
29.74,2642.512
29.75,2615.51
29.76,2610.83
29.77,2623.873
29.78,2660.143
29.79,2652.653
29.8,2714.118
29.81,2687.622
29.82,2582.197
29.83,2686.913
29.84,2780.886
29.85,2728.574
29.86,2761.725
29.87,2725.782
29.88,2708.025
29.89,2711.661
29.9,2624.743
29.91,2647.912
29.92,2681.889
29.93,2723.186
29.94,2694.223
29.95,2622.84
29.96,2499.303
29.97,2438.889
29.98,2618.734
29.99,2707.068
30,2684.11
30.01,2619.333
30.02,2583.333
30.03,2679.21
30.04,2694.464
30.05,2581.406
30.06,2684.342
30.07,2732.383
30.08,2618.645
30.09,2654.623
30.1,2694.231
30.11,2804.624
30.12,2832.898
30.13,2702.692
30.14,2581.963
30.15,2561.153
30.16,2685.606
30.17,2827.67
30.18,2948.607
30.19,3049.713
30.2,3020.494
30.21,2888.665
30.22,2877.182
30.23,2861.81
30.24,2850.737
30.25,2833.937
30.26,2886.232
30.27,2876.963
30.28,2865.857
30.29,2862.925
30.3,2789.387
30.31,2766.159
30.32,2806.802
30.33,2747.327
30.34,2631.088
30.35,2697.835
30.36,2777.778
30.37,2752.253
30.38,2787.456
30.39,2824.601
30.4,2742.973
30.41,2664.355
30.42,2634.219
30.43,2584.43
30.44,2599.551
30.45,2652.147
30.46,2597.834
30.47,2563.176
30.48,2674.344
30.49,2734.459
30.5,2588.866
30.51,2535.939
30.52,2587.041
30.53,2603.687
30.54,2666.441
30.55,2600.699
30.56,2514.171
30.57,2611.318
30.58,2640.146
30.59,2615.198
30.6,2603.516
30.61,2534.92
30.62,2518.596
30.63,2541.901
30.64,2565.481
30.65,2535.359
30.66,2482.478
30.67,2549.823
30.68,2637.511
30.69,2664.468
30.7,2710.755
30.71,2697.129
30.72,2649.655
30.73,2641.501
30.74,2633.016
30.75,2560.393
30.76,2526.306
30.77,2517.923
30.78,2488.889
30.79,2483.084
30.8,2532.792
30.81,2641.106
30.82,2645.454
30.83,2571.251
30.84,2409.645
30.85,2357.725
30.86,2576.205
30.87,2693.886
30.88,2652.338
30.89,2644.668
30.9,2655.556
30.91,2616.074
30.92,2549.645
30.93,2586.769
30.94,2540.818
30.95,2424.955
30.96,2436.167
30.97,2408.313
30.98,2399.921
30.99,2480.368
31,2544.29
31.01,2539.151
31.02,2516.601
31.03,2579.718
31.04,2619.772
31.05,2540.068
31.06,2534.842
31.07,2610.707
31.08,2657.518
31.09,2626.863
31.1,2485.792
31.11,2483.365
31.12,2526.523
31.13,2528.713
31.14,2585.765
31.15,2610.379
31.16,2723.137
31.17,2772.295
31.18,2750.639
31.19,2644.629
31.2,2501.371
31.21,2514.705
31.22,2541.725
31.23,2575.884
31.24,2561.111
31.25,2543
31.26,2506.74
31.27,2589.259
31.28,2692.722
31.29,2583.061
31.3,2507.965
31.31,2539.815
31.32,2520.16
31.33,2508.579
31.34,2477.773
31.35,2499.859
31.36,2506.378
31.37,2453.375
31.38,2552.728
31.39,2562.225
31.4,2493.412
31.41,2538.289
31.42,2532.089
31.43,2494.489
31.44,2528.1
31.45,2664.367
31.46,2638.699
31.47,2442.88
31.48,2389.575
31.49,2462.411
31.5,2565.241
31.51,2669.276
31.52,2665.613
31.53,2632.569
31.54,2646.056
31.55,2619.823
31.56,2622.104
31.57,2691.257
31.58,2628.318
31.59,2557.728
31.6,2642.033
31.61,2703.493
31.62,2610.082
31.63,2570.199
31.64,2649.086
31.65,2618.534
31.66,2557.438
31.67,2555.946
31.68,2581.396
31.69,2583.012
31.7,2607.702
31.71,2628.028
31.72,2524.635
31.73,2491.703
31.74,2605.26
31.75,2696.69
31.76,2675.374
31.77,2670.136
31.78,2692.19
31.79,2653.337
31.8,2605.771
31.81,2576.368
31.82,2622.344
31.83,2625.275
31.84,2616.24
31.85,2542.491
31.86,2524.393
31.87,2536.433
31.88,2647.061
31.89,2776.349
31.9,2678.877
31.91,2572.651
31.92,2561.945
31.93,2561.608
31.94,2586.764
31.95,2737.814
31.96,2884.836
31.97,2823.829
31.98,2670.09
31.99,2707.592
32,2793.171
32.01,2802.357
32.02,2875.262
32.03,2804.568
32.04,2761.699
32.05,2715.073
32.06,2687.865
32.07,2831.385
32.08,2820.193
32.09,2787.22
32.1,2876.236
32.11,2833.329
32.12,2782.318
32.13,2869.865
32.14,2869.92
32.15,2845.014
32.16,2893.073
32.17,2814.732
32.18,2828.101
32.19,2983.896
32.2,2898.916
32.21,2732.846
32.22,2884.934
32.23,3001.838
32.24,2878.971
32.25,2812.22
32.26,2804.767
32.27,2866.194
32.28,2839.183
32.29,2868.467
32.3,2814.339
32.31,2759.504
32.32,2872.336
32.33,2948.149
32.34,2892.822
32.35,2803.584
32.36,2835.163
32.37,2864.415
32.38,2887.603
32.39,2847.684
32.4,2874.466
32.41,2786.969
32.42,2736.449
32.43,2892.246
32.44,2955.504
32.45,3064.151
32.46,3041.581
32.47,2966.395
32.48,2974.813
32.49,2838.979
32.5,2920.819
32.51,3004.686
32.52,3057.904
32.53,2928.879
32.54,2867.879
32.55,3062.25
32.56,3141.331
32.57,3124.975
32.58,2979.693
32.59,2936.291
32.6,3058.339
32.61,3198.02
32.62,3304.561
32.63,3115.436
32.64,3156.928
32.65,3222.864
32.66,3268.02
32.67,3250.923
32.68,3224.735
32.69,3107.768
32.7,3128.195
32.71,3306.477
32.72,3394.456
32.73,3371.403
32.74,3389.622
32.75,3397.729
32.76,3401.156
32.77,3489.042
32.78,3565.746
32.79,3565.472
32.8,3588.464
32.81,3745.531
32.82,3814.207
32.83,3870.312
32.84,3797.215
32.85,3954.346
32.86,4136.046
32.87,4231.925
32.88,4347.045
32.89,4435.938
32.9,4758.248
32.91,4972.573
32.92,5190.114
32.93,5371.814
32.94,5760.427
32.95,6216.961
32.96,6905.739
32.97,7789.782
32.98,8529.091
32.99,9347.161
33,10542.21
33.01,12100.1
33.02,13846.38
33.03,15883.24
33.04,18396.38
33.05,21350.76
33.06,24610.44
33.07,28764.13
33.08,33338.66
33.09,37831.09
33.1,41910.39
33.11,45963.14
33.12,49548.69
33.13,50899.07
33.14,50901.2
33.15,49285.09
33.16,45934.93
33.17,42132.31
33.18,38443.84
33.19,35280.64
33.2,33456.32
33.21,31787.63
33.22,29490.88
33.23,26621.77
33.24,23796.14
33.25,20509.51
33.26,16830.6
33.27,13887.93
33.28,12032.7
33.29,10200.09
33.3,8594.391
33.31,7740.955
33.32,7055.042
33.33,6328.873
33.34,5729.601
33.35,5248.599
33.36,5184.182
33.37,4979.297
33.38,4731.772
33.39,4622.605
33.4,4459.839
33.41,4373.064
33.42,4206.65
33.43,4134.495
33.44,4074.666
33.45,3948.578
33.46,3778.476
33.47,3833.821
33.48,3735.583
33.49,3597.035
33.5,3553.703
33.51,3527.48
33.52,3505.07
33.53,3348.484
33.54,3492.546
33.55,3382.42
33.56,3234.179
33.57,3135.855
33.58,3155.37
33.59,3282.607
33.6,3157.958
33.61,3065.682
33.62,3053.291
33.63,3025.404
33.64,3094.625
33.65,3185.654
33.66,2960.518
33.67,2869.822
33.68,2948.86
33.69,2865.763
33.7,2894.431
33.71,2894.712
33.72,2776.492
33.73,2905.922
33.74,2980.072
33.75,2744.199
33.76,2664.389
33.77,2732.151
33.78,2846.184
33.79,2854.692
33.8,2842.292
33.81,2788.953
33.82,2722.719
33.83,2694.444
33.84,2705.229
33.85,2765.021
33.86,2749.842
33.87,2711
33.88,2699.452
33.89,2826.186
33.9,2796.934
33.91,2687.952
33.92,2766.294
33.93,2862.821
33.94,2827.452
33.95,2741.196
33.96,2643.259
33.97,2623.755
33.98,2756.444
33.99,2610.106
34,2584
34.01,2708.586
34.02,2743.985
34.03,2594.506
34.04,2653.5
34.05,2799.265
34.06,2826.513
34.07,2754.143
34.08,2589.351
34.09,2652.528
34.1,2774.134
34.11,2632.598
34.12,2714.962
34.13,2726.027
34.14,2596.53
34.15,2706.839
34.16,2736.511
34.17,2549.23
34.18,2627.919
34.19,2600.586
34.2,2747.385
34.21,2758.266
34.22,2652.11
34.23,2777.461
34.24,2862.116
34.25,2756.134
34.26,2608.919
34.27,2593.761
34.28,2637.285
34.29,2617.47
34.3,2580.563
34.31,2673.977
34.32,2796.952
34.33,2749.624
34.34,2574.316
34.35,2558.892
34.36,2758.486
34.37,2667.477
34.38,2611.521
34.39,2571.235
34.4,2739.9
34.41,2699.636
34.42,2814.723
34.43,2720.827
34.44,2639.317
34.45,2649.498
34.46,2702.408
34.47,2594.852
34.48,2606.016
34.49,2682.939
34.5,2671.574
34.51,2597.653
34.52,2720.41
34.53,2774.796
34.54,2802.446
34.55,2685.219
34.56,2802.441
34.57,2910.969
34.58,2729.527
34.59,2597.424
34.6,2809.06
34.61,2594.444
34.62,2610.137
34.63,2881.691
34.64,2945.29
34.65,2850.178
34.66,2648.876
34.67,2631.619
34.68,2704.485
34.69,2686.205
34.7,2748.769
34.71,2836.164
34.72,2782.117
34.73,2881.529
34.74,2958.922
34.75,2777.115
34.76,2759.61
34.77,2720.975
34.78,2696.131
34.79,2885.777
34.8,2802.442
34.81,2871.316
34.82,2843.921
34.83,2824.252
34.84,2713.53
34.85,2796.918
34.86,2881.262
34.87,2802.164
34.88,2673.03
34.89,2704.659
34.9,2667.881
34.91,2724.861
34.92,2852.811
34.93,2991.299
34.94,2821.653
34.95,2790.388
34.96,2882.11
34.97,2798.802
34.98,2711.725
34.99,2760.31
35,2690.703
35.01,2872.609
35.02,2916.5
35.03,2893.743
35.04,2784.244
35.05,2961.482
35.06,3055.419
35.07,3005.316
35.08,2850.002
35.09,2855.551
35.1,2888.821
35.11,3032.866
35.12,3000.147
35.13,2966.854
35.14,2961.149
35.15,3104.399
35.16,3138.582
35.17,3045.426
35.18,3093.865
35.19,3028.629
35.2,2929.174
35.21,3168.518
35.22,3330.7
35.23,3224.171
35.24,3303.995
35.25,3327.335
35.26,3436.543
35.27,3303.097
35.28,3327.125
35.29,3376.544
35.3,3437.308
35.31,3460.51
35.32,3428.719
35.33,3632.673
35.34,3751.982
35.35,3583.435
35.36,3798.036
35.37,3918.232
35.38,4265.195
35.39,4374.12
35.4,4457.964
35.41,4663.998
35.42,4725.547
35.43,5100.593
35.44,5595.406
35.45,6280.757
35.46,6857.642
35.47,7418.585
35.48,8137.818
35.49,9414.51
35.5,10486.21
35.51,12210.47
35.52,14380.29
35.53,15977.75
35.54,17968.08
35.55,21042.2
35.56,24528.46
35.57,27930.73
35.58,31509.64
35.59,34609.11
35.6,37281.43
35.61,38246.36
35.62,37337.88
35.63,34779.07
35.64,32120.76
35.65,28856.63
35.66,26703.32
35.67,25196.83
35.68,24217.05
35.69,23655.16
35.7,22442.93
35.71,20612.21
35.72,18556.93
35.73,16353.83
35.74,13929.8
35.75,11749.12
35.76,9677.407
35.77,8424.396
35.78,7283.226
35.79,6420.479
35.8,5735.05
35.81,5286.952
35.82,5163.825
35.83,4659.428
35.84,4474.6
35.85,4284.382
35.86,4221.281
35.87,3990.035
35.88,3941.518
35.89,3918.796
35.9,3846.435
35.91,3848.909
35.92,3534.783
35.93,3475.016
35.94,3407.348
35.95,3474.757
35.96,3503.242
35.97,3381.289
35.98,3138.318
35.99,3244.965
36,3295.768
36.01,3166.5
36.02,3070.994
36.03,3061.111
36.04,3144.833
36.05,3086.7
36.06,3102.336
36.07,3017.263
36.08,3030.049
36.09,2886.572
36.1,3047.43
36.11,2906.337
36.12,2815.119
36.13,2776.36
36.14,2694.473
36.15,2833.77
36.16,2904.018
36.17,2853.034
